timestamp,open,high,low,close,volume
2020-02-21,69.1900,69.3500,68.6000,68.8150,352125
2020-02-20,68.0000,69.2300,67.5500,69.1900,659962
2020-02-19,69.8600,69.9000,67.5600,67.8400,1045242
2020-02-18,70.2000,70.3400,68.9900,69.8800,857369
2020-02-14,70.4100,70.4300,69.7000,70.1600,658842
2020-02-13,70.3800,70.7700,69.7200,70.2100,735477
2020-02-12,71.8400,71.8900,70.2300,70.4300,727776
2020-02-11,70.8000,72.4600,70.7900,71.8100,1018292
2020-02-10,71.3700,71.3700,70.6300,70.8000,618390
2020-02-07,71.6500,71.6500,70.9600,71.0200,419512
2020-02-06,71.4300,71.5900,71.0500,71.3800,649595
2020-02-05,71.8600,72.0300,71.0238,71.2400,580381
2020-02-04,71.8200,72.4900,71.5000,71.9400,618764
2020-02-03,71.4800,72.1000,71.4500,71.6600,531677
2020-01-31,72.2500,73.2100,71.3500,71.3700,771895
2020-01-30,72.2000,72.6900,72.1100,72.2300,461920
2020-01-29,72.6900,73.3700,72.4950,72.7900,507449
2020-01-28,72.1100,72.7400,72.0900,72.1900,231507
2020-01-27,72.2100,72.6900,71.9700,72.0800,543969
2020-01-24,72.6900,73.1011,72.1200,72.2900,577498
2020-01-23,72.6200,73.1600,72.2500,72.7300,341706
2020-01-22,73.2000,73.5900,72.4200,72.5800,354590
2020-01-21,72.6400,73.1899,72.3600,73.1700,529783
2020-01-17,72.9100,73.0440,72.5100,72.5400,315894
2020-01-16,73.0800,73.2600,72.4800,72.9300,451841
2020-01-15,71.4000,72.5400,71.3900,72.2400,578853
2020-01-14,71.3100,71.6400,70.8000,71.2100,290699
2020-01-13,70.8600,71.5800,70.7000,71.3600,371915
2020-01-10,70.2800,70.9200,69.8700,70.8600,456424
2020-01-09,70.4400,70.5100,69.6600,70.1500,685657
2020-01-08,70.2000,70.5800,70.0000,70.3400,907078
2020-01-07,69.9400,70.1700,69.1000,70.1100,441488
2020-01-06,70.2000,70.5401,69.6000,70.1700,589986
2020-01-03,68.8100,70.3800,68.6800,70.3600,709585
2020-01-02,70.9600,70.9600,67.9300,68.9400,807926
2019-12-31,70.0100,70.6900,69.8450,70.6400,430034
2019-12-30,69.9500,70.1310,69.5300,70.1100,415997
2019-12-27,70.0700,70.3500,69.7100,70.3000,390711
2019-12-26,70.3200,70.4800,69.2900,69.8500,511299
2019-12-24,69.8100,70.3200,69.7200,69.9100,227139
2019-12-23,70.5400,70.6300,69.5100,69.7200,440931
2019-12-20,70.3100,70.5150,69.7700,70.3000,1352469
2019-12-19,69.5300,70.2000,69.3700,70.2000,568648
2019-12-18,68.8200,69.7500,68.4600,69.4200,813177
2019-12-17,68.9500,69.2500,67.9300,68.0700,611814
2019-12-16,67.9500,68.6000,67.6500,68.5100,647129
2019-12-13,67.8900,68.3000,67.3200,67.9500,739562
2019-12-12,68.5600,69.1700,67.5300,68.0400,710815
2019-12-11,70.0700,70.2500,68.1105,68.5600,731787
2019-12-10,70.4900,70.9049,70.0400,70.3300,529827
2019-12-09,70.0500,70.5200,69.8000,70.4800,430650
2019-12-06,71.0000,71.5700,70.0200,70.0900,768923
2019-12-05,70.6100,71.0500,70.4300,70.8500,774086
2019-12-04,69.6000,70.8400,69.5200,70.7200,643774
2019-12-03,69.6200,70.0100,69.4975,69.7500,527603
2019-12-02,70.9000,70.9300,69.6500,69.6800,598457
2019-11-29,71.6400,71.9700,70.8100,70.9200,358479
2019-11-27,71.5000,71.7000,71.1300,71.5500,426868
2019-11-26,72.2200,72.6500,71.5100,71.9400,1194585
2019-11-25,72.1400,73.2650,71.9100,72.0400,611200
2019-11-22,72.8100,73.3000,71.5300,71.8900,642173
2019-11-21,74.0900,74.1700,72.6600,72.6900,619622
2019-11-20,74.1700,74.6400,73.7900,74.1000,375996
2019-11-19,74.0900,74.6200,73.9200,74.3200,299043
2019-11-18,73.7300,74.6500,73.7300,74.0900,396675
2019-11-15,72.8300,73.7200,72.8000,73.6800,414920
2019-11-14,72.2400,73.0900,72.2400,72.8100,331393
2019-11-13,72.2100,72.9600,72.1000,72.1700,424798
2019-11-12,73.0500,73.6700,72.1400,72.2900,432465
2019-11-11,73.1000,74.0100,72.9150,72.9900,439126
2019-11-08,73.1300,73.7800,73.0100,73.0600,377063
2019-11-07,74.4700,74.5800,72.8900,73.3300,418471
2019-11-06,74.6300,75.1650,74.4300,74.6000,317523
2019-11-05,76.2800,76.4700,74.0700,74.5800,751592
2019-11-04,77.4200,77.5643,76.1000,76.5800,587469
2019-11-01,77.8800,77.8800,76.8353,77.5400,360454
2019-10-31,77.7700,78.3200,77.3900,77.7900,419007
2019-10-30,78.2300,78.6000,75.9500,77.4800,666063
2019-10-29,78.1400,79.2989,78.1400,78.7300,393022
2019-10-28,78.1400,78.5700,77.9400,78.2900,334159
2019-10-25,79.4400,79.4400,77.8600,78.1400,369953
2019-10-24,79.7800,79.8000,78.8600,78.9500,302693
2019-10-23,79.1000,79.5100,78.4850,79.5100,323620
2019-10-22,79.1200,79.1200,78.6150,78.7400,334985
2019-10-21,78.3000,79.0200,78.1000,79.0100,304513
2019-10-18,77.8600,78.4000,77.6900,78.2900,225579
2019-10-17,77.5400,78.1400,77.4500,77.9300,264491
2019-10-16,76.7700,77.5000,76.3900,77.4700,369654
2019-10-15,77.3000,77.3800,76.4400,76.8300,352419
2019-10-14,77.5200,77.7200,76.9600,77.3000,283866
2019-10-11,77.7600,77.8500,77.2400,77.3300,366243
2019-10-10,77.5000,77.8500,77.1800,77.6100,205777
2019-10-09,78.1400,78.2000,77.4700,77.6200,240055
2019-10-08,77.7900,78.2350,77.0700,77.8100,438092
2019-10-07,77.5000,78.0700,77.3300,77.7800,323899
2019-10-04,77.4000,77.7700,77.1100,77.6800,274971
2019-10-03,76.6100,78.0300,76.4000,77.3200,408831
2019-10-02,76.3100,76.4400,75.6500,76.4400,448254
2019-10-01,76.7700,77.0000,76.0100,76.3100,330631
2019-09-30,76.5100,77.1700,76.5100,76.8600,304073
2019-09-27,77.3800,77.4800,76.2050,76.5600,249271
2019-09-26,77.0200,77.8500,76.9700,77.5200,360197
2019-09-25,76.9500,77.1400,76.3800,76.8500,438175
2019-09-24,77.0000,77.3700,76.4800,76.9500,341562
2019-09-23,76.9300,77.4600,76.6500,76.8000,422232
2019-09-20,76.8600,77.0700,76.4100,76.8000,947149
2019-09-19,77.1800,77.4900,76.8400,76.8900,332995
2019-09-18,77.6300,77.7200,76.4800,77.0000,409775
2019-09-17,76.8700,77.6400,76.8300,77.2500,431023
2019-09-16,75.4200,76.6400,75.0778,76.5100,529598
2019-09-13,77.0400,77.8027,75.2500,75.4600,408362
2019-09-12,77.8500,78.1100,77.0900,77.1500,346913
2019-09-11,77.0400,77.6000,76.7100,77.3900,427557
2019-09-10,77.2900,77.6000,76.5600,77.0300,476012
2019-09-09,79.3900,79.3900,77.5700,77.6800,412020
2019-09-06,78.8000,79.5600,78.4000,79.4500,480059
2019-09-05,79.0000,79.2000,78.2500,78.7400,413427
2019-09-04,78.9900,79.3000,78.6950,79.0400,456452
